bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	city	lc0	lc1	lc2	aLanguage	authorBirth_year
341846	524655	fre	DC198 .S41	4013009	histoireetmmoir02sggoog	18712608	fr	1873	Paris	Firmin Didot freres, fils et cie	Histoire et memoires	1780	1873	Segur, Philippe-Paul comte de	133284	France	NULL	93	NULL	D	DC	198	fre	1780
978592	725011			11024113	somethingelsenov00ellirich	0	ilu	1911	Chicago	A.C. McClurg & Co.	Something else	1870	NULL	Ellis, J. Breckenridge	96293	USA	IL	41	NULL	NULL	NULL	NULL		1870
873517	449488		PR6035.A8 F8 1921 	21017380	fugitive00tagoiala	0	nyu	1921	New York	The Macmillan company	fugitive	1861	1921	Rabindranath Tagore	17553	USA	NY	60	NULL	P	PR	6035	eng	1861
264342	241083	fre	QA273 B45	0	calculdesprobabl00bertuoft	0		1889	Paris	Gauthier-Villars	Calcul des probablilit	1822	NULL	Joseph Bertrand	110075	France	NULL	67	NULL	Q	QA	273	fre	1822
310639	885372	grc	PA4442A2 1826	0	theocritusvionet02theouoft	0	enk	1826	Londini	Sumptibus Ricardi Priestley	Theocritus, Vion et Moschus	NULL	NULL	Theocritus.	136978	UK	NULL	NULL	NULL	P	PA	4442	lat	NULL
423772	416653	eng		0	memoirsbernardg01collgoog	11099239		1884		Hills & Co.	Memoirs of Bernard Gilpin, Parson of Houghton-le-Spring and Apostle of the North	NULL	NULL	NULL	86313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
703786	1247533	lat		0	commentariiinsac06lapi	17894694	fr	1840	Lugduni	apud Peagaud et Lesne	Commentarii in Sacram Scripturam	1567	NULL	Cornelius à Lapide	NULL	NULL	NULL	273	NULL	NULL	NULL	NULL	lat	1567
666542	475278	eng		0	encyclopaediaofr002hast	19719784	nyu	1908	New York	Charles Scribner's Sons	Encyclopaedia of religion and ethics	1852	NULL	James Hastings	1145590	USA	NY	56	NULL	NULL	NULL	NULL	eng	1852
996833	523372		D639 E53 T6	0	universityoftoro00univuoft	0	|||	1921	[Toronto]	University of Toronto Press	University of Toronto roll of service, 1914-1918.	NULL	NULL	University of Toronto.	281134	NULL	NULL	NULL	NULL	D	D	639		NULL
562970	9776		PQ2151.A88 G4 1874	0	derraubmrderlu00abou	441951173	au	1874	Wien	Rosner	Raubm	1828	NULL	Edmond About	7201	Austria	NULL	46	NULL	P	PQ	2151	ger	1828
627057	1212341	eng		0	cihm_40756	0	enk	1757	London	Printed for J. Morgan ...	A sixth letter to the people of England, on the progress of national ruin	1709	NULL	John Shebbeare	28489	UK	NULL	48	NULL	NULL	NULL	NULL	eng	1709
305232	1115462	eng		0	celebrationofone00mont	0	nyu	1882	Montgomery, New York	Standard press print	celebration of the one hundred and fiftieth anniversary of the Reformed church, Montgomery, Orange co., N. Y.	NULL	1882	Montgomery, N. Y. German Reformed Dutch church.	24377	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
1915	755983		PR2803.A2 R6 1905	5023670	shakespearescome01shakesp	2569479	nyu	1905	New York	American Book Company	Shakespeare's comedy of As you like it.	1564	1734	William Shakespeare	62881	USA	NY	341	NULL	P	PR	2803	eng	1564
682965	80218	eng		0	antenicenefather09buff	181805028	nyu	1887	Buffalo	The Christian Literature Pub. Co.	Ante-Nicene Fathers	NULL	NULL	NULL	NULL	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
742583	867844	eng	BV3427.N5 N4	12037082	lifejohnlivings00nevigoog	300957	xx	1895	New York, Chicago [etc.]	Fleming H. Revell co.	The life of John Livingston Nevius	1833	NULL	Helen Sanford Coan Nevius	139097	USA	NY	62	NULL	B	BV	3427	eng	1833
919469	1327354			0	everyladyflower00johnrich	0	ctu	1842	Charleston	S. Babcock	Every lady her own flower gardener	NULL	1842	Louisa Johnson	36893	USA	CT	NULL	NULL	NULL	NULL	NULL	eng	NULL
429988	734261	ita		0	bibliografiaita00italgoog	50352542		1870		L'Associazione	Bibliografia italiana: giornale dell'Associazione libraria italiana	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ita	NULL
23899	538996	eng	DT767 .F94	4024434	twolecturesonsou00frou	1653797	enk	1880	London	Longmans, Green and co.	Two lectures on South Africa	1818	NULL	James Anthony Froude	24738	UK	NULL	62	NULL	D	DT	767	eng	1818
274268	799614	per	PK6530 Q35 A17 1921	0	divanishir00qaimuoft	0		1921	Tehran	Matba-i Baradran Bagirzadah	Divan-i shi'r.	NULL	NULL	Abu al-Qasim Qa'im Maqam	NULL	NULL	NULL	NULL	NULL	P	PK	6530	per	NULL
228104	558955			0	earlyyearsalexa01brisgoog	3645143		1869		Hodder & Stoughton	The Early Years of Alexander Smith, Poet and Essayist: Poet and Essayist. A Study for Young Men ...	NULL	1869	Thomas Brisbane	34763	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
649704	1224903	eng		0	cihm_47288	0	enk	1776	London	Printed for W. Strahan and T. Cadell ...	An inquiry into the nature and causes of the wealth of nations	1723	NULL	Adam Smith	224911	UK	NULL	53	NULL	NULL	NULL	NULL	eng	1723
709610	1271931	kor		0	samyonchipkwon13038800	697637917	ko	1732	Korea	[s.n.]	Samyŏn chip	1653	NULL	Ch'ang-hŭp Kim	NULL	NULL	NULL	79	NULL	NULL	NULL	NULL	kor	1653
338861	129554	spa	HG2716 .C7	43020407	cuestindeldaref00unkngoog	0	mx	1853	Mexico	Impr. de I. Cumplido	Cuestion del dia.	NULL	NULL	NULL	21987	NULL	NULL	NULL	NULL	H	HG	2716	spa	NULL
47333	1005873	rus		0	izviestiiaimpera145impe	0	rur	1894	S.-Peterburg	Akademiia	Izviestiia Imperatorskoi akademii nauk =	NULL	NULL	NULL	127256	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
189858	306957			0	idealsandotherp00algegoog	17212466		1842		H. Perkins	Ideals and Other Poems	NULL	1842	Algernon	7335	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
384880	881676	eng		0	onoriginalportr00nortgoog	6940136		1865			On the original portraits of Dante	1827	NULL	Charles Eliot Norton	3101	NULL	NULL	38	NULL	NULL	NULL	NULL	eng	1827
599322	1195704			0	wreckofdauntless00hart	0		1920	New York	A.L. Burt	The wreck of the dauntless. --	NULL	NULL	Philip Hart	54606	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
840870	380139		GV1601 .K5 	14008075	danceitsplaceina00kinniala	0	nyu	1914	New York	Frederick A. Stokes company	The dance	1871	NULL	Kinney, Troy	83804	USA	NY	43	NULL	G	GV	1601		1871
883954	1313894			0	freshfields00burrrich	0	mau	1887	Boston	Houghton, Mifflin and Co.	Fresh fields	1837	NULL	John Burroughs	74399	USA	MA	50	NULL	NULL	NULL	NULL	eng	1837
569810	1180446			0	cihm_30172	0	onc	1890	Ottawa	Brown Chamberlin	Speech of Hon. Edward Blake, M.P., on the French language in the North-West	1833	NULL	Blake, Edward	12384	NULL	NULL	57	NULL	NULL	NULL	NULL	eng	1833
380261	55630	eng		0	lyceumandhenryi00brergoog	1292011		1903		McClure, Phillips	The Lyceum and Henry Irving	1862	NULL	Austin Brereton	86561	NULL	NULL	41	NULL	NULL	NULL	NULL	eng	1862
977268	244044		LB2529 .W5 1921	22001994	westvirginiascho00west	17386357	wvu	1921	[Charleston	Tribune Printing Co.	school laws of West Virginia, 1921.	NULL	NULL	West Virginia.	69831	USA	WV	NULL	NULL	L	LB	2529	eng	NULL
576243	199993	eng	PR4795 .A4 1854	25020818	poeticalworksoft01hood	0	mau	1854	Boston	Little, Brown and company	The poetical works of Thomas Hood	1799	1800	Hood, Thomas	55723	USA	MA	55	NULL	P	PR	4795	eng	1799
505542	413022	eng	BS494 .L32 O. T. vol. 1	0	bookofjoel143schm	0	nyu	1899	New York	C. Scribner	The book of Joel	NULL	NULL	Alfred Schmoller	34613	USA	NY	NULL	NULL	B	BS	494	eng	NULL
239767	1087890	yid		0	nybc208875	0	nyu	1911	Nyu Yorḳ	Hibru Pob. Ḳo.	Onḳel Ṭom's ḳebin	1811	1800	Harriet Beecher Stowe	NULL	USA	NY	100	NULL	NULL	NULL	NULL	yid	1811
609826	646293	ita	PQ4044 V716 1916	0	letteraturaitali00vossuoft	0	it	1916	Napoli	R. Ricciardi	Letteratura italiana contemporanea	1872	NULL	Vossler, Karl	30007	Italy	NULL	44	NULL	P	PQ	4044	ita	1872
269988	559127	eng	PZ7.H4 Co3	68038905	condemnedasnihil00hentrich	0	enk	1892	London	Blackie	Condemned as a nihilist	1832	1892	G. A. Henty	108598	UK	NULL	60	NULL	P	PZ	7	eng	1832
655764	1229343	eng		0	cathedralpsalter00epis	0	nyu	1890	New York	Novello, Ewer, and Co. [etc.]	The Cathedral psalter	NULL	NULL	Episcopal Church	149096	USA	NY	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
222788	1074424			0	earlyimpression00imprgoog	0		1828			Early impressions; or, Moral and instructive entertainment for children, in prose and verse	NULL	1828	Early impressions	19311	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
339070	935422	ita	DT731 .C23	2003307	deangolacontrac00ivengoog	0	po	1886	Lisboa	Imprensa nacional	De Angola 	1841	1886	Hermenegildo Carlos de Brito Capello	72862	Portugal	NULL	45	NULL	D	DT	731	por	1841
23391	507964	eng		0	faithinholytrini02hale	21467193	enk	1818	London	Printed for F.C. and J. Rivington	Faith in the Holy Trinity, the doctrine of the Gospel, and Sabellian Unitarianism shewn to be "The God-denying apostacy"	1747	1818	Hales, William	83659	UK	NULL	71	NULL	NULL	NULL	NULL	eng	1747
831403	953033	eng	E188 .J45	8032366	historythirteen00jeffgoog	2625665	enk	1908	London	Methuen & co.	history of the thirteen colonies of North America, 1497-1763	NULL	NULL	Reginald W. Jeffery	83457	UK	NULL	NULL	NULL	E	E	188	eng	NULL
869196	794421			0	laviededgar00fontrich	12248393	fr	1919	Paris	Mercvre de France	vie d'Edgar A. Poe	1865	NULL	André Fontainas	49908	France	NULL	54	NULL	NULL	NULL	NULL	fre	1865
866403	983596		F775 .R41	9007812	progressivemenof00awborich	0	ilu	1905	Chicago	A. W. Bowen & co.	Progressive men of western Colorado ...	NULL	NULL	NULL	508483	USA	IL	NULL	NULL	F	F	775	eng	NULL
892586	845236		PN6151 W6	0	worldswithumoren10strauoft	0	nyu	1905	New York	The Review of reviews company	world's wit and humor	NULL	NULL	NULL	65161	USA	NY	NULL	NULL	P	PN	6151	eng	NULL
848206	407013			0	autobiographyofr00sieviala	16389873	enk	1906	London	Winning Post Ltd.	autobiography of Robert Standish Sievier.	1860	1906	Robert Standish Sievier	111859	UK	NULL	46	NULL	NULL	NULL	NULL	eng	1860
599753	1195995	eng		0	travelinginholyl00hurl	0	nyu	1900	New York	Underwood [and] Underwood	Traveling in the Holy Land, through the stereoscope	1843	NULL	Jesse Lyman Hurlbut	72882	USA	NY	57	NULL	NULL	NULL	NULL	eng	1843
70788	419333	ger	PD27 L3	0	kleinereschrifte00lachuoft	0		1876	Berlin	G. Reimer	Kleinere schriften von Karl Lachmann.	1793	1876	Karl Lachmann	73600	Germany	NULL	83	NULL	P	PD	27	ger	1793
602902	405776	ota	CJ3376 S9 1893	0	ulimeskktiosmnye00sds	0		1893	İstānbül	Ṣirket-i Mürettibīye Maṭba'asi	Uṣūl-i meskūkāt-i 'Osmānīye ve ecnebīye	NULL	NULL	Süleymān Sūdī	56820	NULL	NULL	NULL	NULL	C	CJ	3376	Unknown	NULL
265294	303104	eng	N5220 .W27	10004484	catalogueofcolle00wagg	0	nyu	1896	New York	Printed at the De Vinne Press	Catalogue of a collection of Oriental art objects belonging to Thomas E. Waggaman of Washington, D.C.	NULL	1896	Waggaman, Thos. E.	62982	USA	NY	NULL	NULL	N	N	5220	Unknown	NULL
329404	950753	eng	E208 .F583	9007816	warofindependenc03fisk	0	mau	1890	Boston [etc.]	Houghton, Mifflin and company	war of independence	1842	NULL	John Fiske	43640	USA	MA	48	NULL	E	E	208	eng	1842
765963	875799	eng	ML830 .R46	18017813	violinandartits00riecgoog	0	gw	1895	Goettingen	F. Wunder	violin and the art of its construction.	1836	1895	Carl August Heinrich Riechers	8629	Germany	NULL	59	NULL	M	ML	830	eng	1836
46180	1005377	eng		0	houseoffahy00somerich	0	xx	1899			house of Fahy.	1858	NULL	E. . Somerville	6717	NULL	NULL	41	NULL	NULL	NULL	NULL	eng	1858
868692	1308055			0	annualreport00incouoft	0	enk	1904	[London		Annual report.	NULL	NULL	Incorporated Stage Society, London	25688	UK	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
934528	503593		PS3281 .C3	3026621	johngreenleaf00carprich	276195	mau	1903	Boston	Houghton, Mifflin and Company	John Greenleaf Whittier	1863	1903	George Rice Carpenter	66593	USA	MA	40	NULL	P	PS	3281		1863
784805	856431	eng	PS3158 .W72 1875	31029366	miscellaneouspoe00wend	6482408	nyu	1875	Albany, N.Y	J. Munsell	Miscellaneous poems	1832	NULL	Wellington C. Wendell	22687	USA	NY	43	NULL	P	PS	3158	eng	1832
741966	258753	ger	PT1885.G7 I6 1896	12032516	irrfahrten03gersgoog	6514340	nyu	1896	New York	H. Holt and Company	Irrfahrten	1816	NULL	Friedrich Gerstäcker	63121	USA	NY	80	NULL	P	PT	1885	ger	1816
640779	289060	ger	GB204 T5 D57	0	dasplateaudeszah00dist	57536780		1911	M	T. Riedels Buchhandlung	Das Plateau des Zahmen Kaisers	1874	NULL	Ludwig Distel	36775	NULL	NULL	37	NULL	G	GB	204	ger	1874
773945	604420	eng	VA52.A89 S4	20026772	cu31924030753713	526099	dcu	1920	Washington	Govt. Print. Off.	Naval Consulting Board of the United States	NULL	1920	Lloyd N. Scott	118271	USA	DC	NULL	NULL	V	VA	52	eng	NULL
332403	12777	eng	PZ3.M7695 Al	1024656	alienastorymidd00montgoog	3959046	nyu	1901	New York	D. Appleton and company	alien	NULL	NULL	F. F. Montrésor	95902	USA	NY	NULL	NULL	P	PZ	3	eng	NULL
51619	663889	eng	F74.M5 M35	5032184	medfordhistorica30medf	0	mau	1898	Medford, Mass	The Medford historical society	Medford historical register.	NULL	NULL	NULL	58509	USA	MA	NULL	NULL	F	F	74	eng	NULL
564640	719381		HX246 J6 1921	0	mydearwellsmanu00jone	0		1921	London	E. Nash	My dear Wells	1851	NULL	Henry Arthur Jones	70712	UK	NULL	70	NULL	H	HX	246		1851
436682	901130	ger		0	johannkuhnausei00mngoog	12767887		1902		Breitkopf & H	Johann Kuhnau: Sein Leben und seine Werke...	NULL	NULL	NULL	11233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
252293	1094677	fre		0	ser2pqpagesdhisto02pariuoft	0	fr	1914	Paris	Beyer-Levrault	Pages d'histoire, 1914-1918.	NULL	NULL	NULL	163699	France	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
866550	565791			11000814	mineralogyofariz00guilrich	2755437	pau	1910	Easton, Pa	Chemical Pub. Co.	mineralogy of Arizona	1870	NULL	Frank Nelson Guild	19416	USA	PA	40	NULL	NULL	NULL	NULL		1870
433056	912751	lat		0	arssophocliseme00weckgoog	4936722		1869		A. Stuber	Ars Sophoclis emendandi: accedunt Analecta Euripidea	NULL	NULL	NULL	48295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	lat	NULL
914984	1325679			0	practicaltreatis00plumuoft	0	enk	1837	London	Sherwood, Gilbert, & Piper	practical treatise on the diseases of the skin	NULL	NULL	Samuel Plumbe	218525	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
12321	566314		E448 .C18	17003088	letterofrevsamue00lccamp	0	ctu	1860	Hartford	Steam press of E. Geer	Letter of Rev. Samuel D. Campbell, of Geneva, Alabama, on African colonization	NULL	NULL	Samuel D. Campbell	7344	USA	CT	NULL	NULL	E	E	448	eng	NULL
921532	659545		LB1025 .J67	19011720	educationintheor00jonerich	0	mau	1919	Boston	R. G. Badger	Education in theory and practice	1881	NULL	Gilbert Haven Jones	131694	USA	MA	38	NULL	L	LB	1025	eng	1881
437105	1145742	eng		0	illustratedlita00dorngoog	0		1878			The illustrated Litany of Loretto; each title elucidated in a meditation, and illuminated [by J ...	NULL	NULL	NULL	28830	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
800113	49776	spa	PQ6550 .A19 1879	3018227	obrasdramticas00arcegoog	3337460	sp	1879	Madrid	Biblioteca Perojo	Obras dramáticas ...	1834	1879	Gaspar Núñez de Arce	36787	Spain	NULL	45	NULL	P	PQ	6550	spa	1834
348058	1128816	ger		0	wolfgangheribert00alafuoft	0	ge	1907	Berlin	Ebering	Wolfgang Heribert von Dalberg als B	NULL	1907	Fritz Alafberg	39147	Germany	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
48041	1006157	ger		0	klassischesbilde00oehliala	0	gw	1892	[Leipzig	H. Schmidt & C. G	Klassisches Bilderbuch	1852	NULL	Raimund Oehler	16534	Germany	NULL	40	NULL	NULL	NULL	NULL	ger	1852
240351	1090287	eng		0	bowlesofengland00thor	0	mau	1854	Boston		Bowles of England.	1818	1854	Thornton, John Wingate	2233	USA	MA	36	NULL	NULL	NULL	NULL	Unknown	1818
466517	497670	ita		0	poesieebraiche00rubbgoog	29236217		1793		Presso Antonio Zatta efigli	Poesie ebraiche ...	1738	NULL	Andrea Rubbi	48148	NULL	NULL	55	NULL	NULL	NULL	NULL	ita	1738
886444	1314814			0	historyofvesuviu00schnrich	0	it	1907	[Naples	s.n.	history of Vesuvius from A.D. 79 to A.D. 1907	NULL	NULL	T. A. Schneer	27927	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
744212	608148	eng	QL959 .L8	13007634	embryologychick00lillgoog	3715431	ilu	1913	Chicago, Ill	University of Chicago Press	Embryology of the chick and the pig	1870	1913	Frank Rattray Lillie	8721	USA	IL	43	NULL	Q	QL	959	eng	1870
816940	182155	ger	LAW	6008526	diebilanzendera00rehmgoog	18131440	gw	1903	München	J. Schweitzer	Bilanzen der Aktiengesellschaften und Gesellschaften m. b. H.	1862	1903	Hermann Rehm	297192	Germany	NULL	41	NULL	NULL	NULL	NULL	ger	1862
74718	70253	eng		5033197	cu31924029631771	0	xx	1905	New York	G.P. Putnam's sons	Addresses, historical - political - sociological	1832	NULL	Coudert, Frederic R.	128567	USA	NY	73	NULL	NULL	NULL	NULL	eng	1832
209865	927352			0	atreatiseplanea00nichgoog	17634772		1811		F. Nichols	A Treatise of Plane and Spherical Trigonometry: In Theory and Practice ; Adapted to the Use of ...	NULL	1811	F[rancis] Nichols	41357	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
281932	645050	eng	HV5297.M4 C7	10013100	historyoftempera00clar	1887931	xx	1888	Boston	Clarke & Carruth	History of the temperance reform in Massachusetts, 1813-1883.	1817	NULL	George Faber Clark	55527	USA	MA	71	NULL	H	HV	5297	eng	1817
149505	58842			0	hillsmanualsoci01hillgoog	62110976		1883		Hill Standard book co.	Hill's Manual of Social and Business Forms: A Guide to Correct Writing ...	NULL	1883	Thomas Edie Hill	293862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
477966	211133	fre		2003809	quatorzemoisdan00turegoog	21647855		1879		A. Quantin	Quatorze mois dans l'Amerique du Nord. (1875-1876) Par le cte. Louis de Turenne; avec carte d ...	NULL	1879	Louis Turenne	94898	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
519878	889732	eng	BX7731 .A5 1909	49043104	cu31924084552532	2576090	pau	1909	Philadelphia	For sale at Friends' Book Store	Principles of Quakerism	NULL	NULL	Society of Friends	48794	USA	PA	NULL	NULL	B	BX	7731	eng	NULL
942810	705804		D13 C7	0	theoryandhistory00crocuoft	0	|||	1921	London	Harrap	Theory and history of historiography.	1866	NULL	Benedetto Croce	86888	UK	NULL	55	NULL	D	D	13	eng	1866
811365	534408	eng	HX86 .S78	5009724	socialismandchr00stangoog	1343909	xx	1905	New York	Benziger brothers	Socialism and Christianity.	1854	1905	Wm Stang	53772	USA	NY	51	NULL	H	HX	86	eng	1854
52461	744464	fre	DC198 S4 A3 1894	0	mmoiresdugn02sguoft	0		1894	Paris	Firmin-Didot	M	1780	1890	Ségur, Philippe-Paul comte de	106571	France	NULL	114	NULL	D	DC	198	fre	1780
800191	837252	fre	DA190.D7 L4	3018713	recherchessurle00dangoog	21579987	fr	1842	Caen	C.M. Lesaulnier	Recherches sur le Domesday; ou, Liber censualis d'Angleterre	1772	NULL	Léchaudé d'Anisy	92272	France	NULL	70	NULL	D	DA	190	fre	1772
587628	684947	eng	LC174 .J7	8014126	universityofunit00jord	0	dcu	1896	[Washington		University of the United States ...	1851	NULL	David Starr Jordan	2847	USA	DC	45	NULL	L	LC	174	eng	1851
936636	651801			0	historyofgreekli00jevoiala	3092815	enk	1886	London	C. Griffin	history of Greek literature	1858	NULL	F. B. Jevons	213221	UK	NULL	28	NULL	NULL	NULL	NULL	eng	1858
879963	487951			0	greekphilosophyt00burn	0		1914	London	Macmillan	Greek philosophy	1863	1914	Burnet, John	115126	UK	NULL	51	NULL	NULL	NULL	NULL		1863
262396	28034	ita	Z2354 W8 F4	0	bibliotecafemmin00ferruoft	0		1842	Padova	Tip. Crescuni	Biblioteca femminile italiana, raccolta, posseduta e descritta dal conte Pietro Leopoldo Ferri padovano.	1786	1842	Ferri, Pietro Leopoldo, conte	62830	NULL	NULL	56	NULL	Z	Z	2354	ita	1786
957202	1341553			0	harrisonimproved00whitrich	0	ilu	1882	Chicago		Harrison improved mining machine ...	NULL	NULL	George D. Whitcomb	3275	USA	IL	NULL	NULL	NULL	NULL	NULL	eng	NULL
170855	803321			0	casesonlawcarri00greegoog	2759827		1910		West Pub. Co.	Cases on the Law of Carriers: Selected from Decisions of English and ...	NULL	1910	Frederick Green	322110	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
395471	602674	ger		0	tafeldersinusse00untegoog	13466285		1777		Gedruckt bey Johann Thomas, Edlen v . Trattnern	Tafel der Sinusse, Tangenten und Sekanten, mit ihren Logarithmen, nebst den Logarithmen der ...	NULL	NULL	NULL	60434	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
877589	678638		BS620 .R25 1865 	35035222	stonescryingoutr00ranyiala	0	enk	1865	London	The Book society	Stones crying out and rock-witness to the narratives of the Bible concerning the times of the Jews.	1810	NULL	Ranyard, Ellen Henrietta (White) Mrs.	134954	UK	NULL	55	NULL	B	BS	620	eng	1810
933109	1332514			0	americanpedagogy00newyuoft	0	nyu	1860	New York	Brownell	American pedagogy	NULL	NULL	NULL	176439	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
974687	1348173			0	thediamondpocket00gurnuoft	0	enk	1836	London	Haddon	The diamond pocket dictionary of the Holy Bible	NULL	NULL	William Gurney	357901	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
862513	341069		S41 .E8	6041306	floraofcolorado00rydb	1577518		1906	Fort Collins, Col	Experiment Station	Flora of Colorado	1860	1906	Rydberg, Per Axel	135161	NULL	NULL	46	NULL	S	S	41	Unknown	1860
584581	1187857	spa		0	nocionesdederech00estr	0	ag	1883	Buenos Aires	Mart	Nociones de derecho federal	NULL	NULL	José Manuel.* Estrada	37516	Argentina	NULL	NULL	NULL	NULL	NULL	NULL	spa	NULL
913615	333266		QK525 .P26	99001469	howtoknowfernsgu00parsrich	2360098	nyu	1899	New York	C. Scribner's Sons	How to know the ferns	1861	1899	Frances Theodora Parsons	31708	USA	NY	38	NULL	Q	QK	525	eng	1861
260424	8670	eng	D921 .H85	12024585	aroundclockineur00howerich	0	mau	1912	Boston	Houghton Mifflin Company	Around the clock in Europe	1868	NULL	Charles Fish Howell	78036	USA	MA	44	NULL	D	D	921	eng	1868
986408	247886		PZ3.H3534 B	7005038	bookoflies00heatrich	0	nyu	1896	New York	The Morse company	book of lies	NULL	NULL	Heaton, John Langdon	30798	USA	NY	NULL	NULL	P	PZ	3	eng	NULL
342939	977643	fre		0	lesbroussardsda00reygoog	3350598	fr	1907	Paris	Plon	Broussards	NULL	1907	Pierre Rey	24019	France	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
278221	268257	eng		0	frogintroduction01mars	11049447	enk	1894	Manchester	J. E. Cornish	frog	1852	1882	A. Milnes Marshall	44607	UK	NULL	42	NULL	NULL	NULL	NULL	eng	1852
465548	323542	swe		0	omdesenastframs00cedegoog	16160542		1894		G	Om de senast framst	1849	1894	Gustaf Cederschiöld	7385	NULL	NULL	45	NULL	NULL	NULL	NULL	swe	1849
988100	1353312			0	secrethistoryofc00stewrich	0	nyu	1807	New York	Brisban and Brannan	secret history of the court and cabinet of St. Cloud	NULL	1806	Stewarton.	153417	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
171314	695039			0	pensamientos00garcgoog	1178		1890		Impr. de "El Pueblo,"	Pensamientos	NULL	1890	J. M. Seijas García	4770	NULL	NULL	NULL	NULL	NULL	NULL	NULL	spa	NULL
986841	628568		BR45 .P3 1869	38	prophecyaprepar00paynuoft	0	enk	1869	London	Macmillan	Prophecy	1818	1869	R. Payne Smith	115431	UK	NULL	51	NULL	B	BR	45	eng	1818
492223	86940	eng		0	recollectionsofl00cuyl	3647114	nyu	1902	New York	Amer. Tract. Soc.	Recollections of a long life	1822	1902	Theodore L. Cuyler	75917	USA	NY	80	NULL	NULL	NULL	NULL	eng	1822
208596	404488			0	worldilivein04kellgoog	738484		1914		The Century co.	The World I Live in	NULL	1914	Helen Keller	22723	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
591722	1191841	eng		0	landlabourersrec00stub	0	enk	1884	London	Swan	The land and the labourers	1845	NULL	Charles William Stubbs	41154	UK	NULL	39	NULL	NULL	NULL	NULL	eng	1845
59307	698494	eng		0	parliamentofbeas00colviala	10209794	sa	1905	Cape of Good Hope	Cape Times	parliament of beasts and other verses	1877	NULL	Colvin, Ian Duncan	9564	NULL	NULL	28	NULL	NULL	NULL	NULL	eng	1877
777948	678301	eng	PS3525.I5465 V4 1921	22003503	veilssamite00millgoog	5329885	mau	1921	Boston	Small, Maynard & company	Veils of samite	1883	NULL	J. Corson Miller	16110	USA	MA	38	NULL	P	PS	3525	eng	1883
565406	1178293			0	lesruinesdeparis00mons	0	fr	1890	Paris	C. Marpon & E. Flammarion	Les ruines de Paris.	1825	NULL	Monselet, Charles	65501	France	NULL	65	NULL	NULL	NULL	NULL	fre	1825
97615	287191	eng	DD'90'B88'1812	1017719	a549152900butluoft	0	enk	1812	London	Printed for Longman, Hurst, Rees, Orme, Brown, and Green	succinct history of geographical and political revolutions of the empire of Germany	1750	NULL	Butler, Charles	NULL	UK	NULL	62	NULL	NULL	NULL	NULL	eng	1750
646223	1223296	fre		0	cihm_46309	0	xx	1895	S.l	s.n.	Discours de M. W. Laurier, m. p. sur la question des 	1841	NULL	Laurier, Wilfrid Sir	7806	NULL	NULL	54	NULL	NULL	NULL	NULL	fre	1841
316678	199086	ger		0	untersuchungen00seyd	9673533	gw	1909	Naumburg	Lippert	Untersuchungen 	NULL	1909	Emil Seydel	28669	Germany	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
518566	912990	eng	TX153 .B95	7025899	universalhouseho00burt	0	nyu	1884	New York	S. H. Moore & co.	universal household assistant	NULL	NULL	Burt, Samuel H.	254759	USA	NY	NULL	NULL	T	TX	153	eng	NULL
581150	529413	eng		0	indexofsymptomsw00left	13593221	nyu	1915	New York	Wm. Wood	An index of symptoms with diagnostic methods	1849	NULL	Ralph Winnington Leftwich	89184	USA	NY	66	NULL	NULL	NULL	NULL	Unknown	1849
